id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
11571,No candidate mentioned,1.0,yes,1.0,Negative,0.6559,FOX News or Moderators,0.6559,,dmlewisretired,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:34:42 -0700,629480756817956865,Yavapai County,
11572,Chris Christie,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,gladyslala,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:34:41 -0700,629480753802313730,LoL Angeles,
11573,No candidate mentioned,0.3847,yes,0.6202,Negative,0.6202,FOX News or Moderators,0.3847,,JLCarbwood,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:34:40 -0700,629480749905915904,"ÜT: 39.113785,-84.851175",America/New_York
11574,John Kasich,1.0,yes,1.0,Neutral,0.6593,None of the above,1.0,,msgoddessrises,,0,,,Make it it's EASY! #Kasich #GOPDebates  https://t.co/SvKjoltIYh,,2015-08-06 19:34:40 -0700,629480749754793984,Viva Las Vegas NV.,Pacific Time (US & Canada)
11575,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6768,,prnzsa2,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:34:40 -0700,629480749217902593,,
11576,No candidate mentioned,0.4259,yes,0.6526,Negative,0.6526,FOX News or Moderators,0.4259,,noonexperiences,,0,,,LMAO who watches #FoxNews is going to watch the NWA movie #GOPDebates,,2015-08-06 19:34:39 -0700,629480745464131584,"Earth, Michigan",Pacific Time (US & Canada)
11577,No candidate mentioned,1.0,yes,1.0,Positive,0.6813,FOX News or Moderators,1.0,,SalMasekela,,8,,,Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates,,2015-08-06 19:34:37 -0700,629480737956233216,The Universe,Pacific Time (US & Canada)
11578,John Kasich,1.0,yes,1.0,Positive,0.3492,LGBT issues,0.3492,,itsweezie,,2,,,"RT @SupermanHotMale: Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates",,2015-08-06 19:34:34 -0700,629480725633372160,,Pacific Time (US & Canada)
11579,Ted Cruz,1.0,yes,1.0,Positive,0.6496,FOX News or Moderators,0.6855,,doordork1966,,21,,,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",,2015-08-06 19:34:34 -0700,629480725528621056,Virginia,Eastern Time (US & Canada)
11580,No candidate mentioned,0.4102,yes,0.6404,Negative,0.6404,None of the above,0.4102,,bjcolangelo,,3,,,RT @_RyanTurek: #GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.,,2015-08-06 19:34:33 -0700,629480720222830592,CHI/CLE,Central Time (US & Canada)
11581,No candidate mentioned,1.0,yes,1.0,Negative,0.6629,None of the above,0.3371,,RaisedByCulture,,5,,,Who else got a Straight Outta Compton commercial during #GOPDebates,,2015-08-06 19:34:33 -0700,629480718503010304,"Buena Park, CA",Pacific Time (US & Canada)
11582,Chris Christie,1.0,yes,1.0,Negative,1.0,None of the above,0.6759999999999999,,dWheel8321,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:34:32 -0700,629480715755851776,Arizona,Arizona
11583,Ted Cruz,0.4594,yes,0.6778,Neutral,0.3444,None of the above,0.4594,,SharonMcCutchan,,149,,,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",,2015-08-06 19:34:32 -0700,629480714883440640,America,
11584,Ben Carson,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,mikanngo,,0,,,Fox Ignoring Dr. Carson is a HUGE mistake! Lots of criticism coming tomorrow! #GOPDebates,,2015-08-06 19:34:31 -0700,629480712287178752,,
11585,No candidate mentioned,1.0,yes,1.0,Neutral,0.7059,None of the above,1.0,,footenotes,,0,,,"@Gayer_Than_Thou Feel better soon! (And don't watch #GOPDebates.) 
I prescribe Percodan + Butter Pecan @Willy1733 #TCMParty",,2015-08-06 19:34:30 -0700,629480707623006208,,Central Time (US & Canada)
11586,Donald Trump,1.0,yes,1.0,Negative,0.6526,FOX News or Moderators,1.0,,valerie_hickey,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:34:29 -0700,629480702308847616,,
11587,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,meathouse60005,,3,,,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",,2015-08-06 19:34:29 -0700,629480702040502272,USA-world's greatest country,Central Time (US & Canada)
11588,No candidate mentioned,1.0,yes,1.0,Negative,0.6771,Racial issues,1.0,,Dr_DrewZC,,0,,,#BlackLivesMatter is a cop killing movement. #GOPdebates,,2015-08-06 19:34:29 -0700,629480701612695552,,Eastern Time (US & Canada)
11589,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,AbiNighthill,,0,,,"""Bromance"" #GOPdebates",,2015-08-06 19:34:28 -0700,629480697141399552,"Cambridge, MA",
11590,Chris Christie,1.0,yes,1.0,Negative,0.6859999999999999,None of the above,0.6859999999999999,,003a04f8c2054b7,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:34:25 -0700,629480686198620160,,
11591,Mike Huckabee,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,tonibirdsong,,0,,,I'm getting the best presidential vibe from @GovMikeHuckabee @ChrisChristie &amp; @JebBush #GOPdebates 🇺🇸,,2015-08-06 19:34:23 -0700,629480677805789184,"Franklin, Tennessee",Central Time (US & Canada)
11592,No candidate mentioned,1.0,yes,1.0,Negative,0.6897,FOX News or Moderators,1.0,,BunnyWhispering,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:34:21 -0700,629480669102473216,,Central Time (US & Canada)
11593,Ben Carson,1.0,yes,1.0,Neutral,0.6484,None of the above,0.6703,,ChurchmanDan,,3,,,RT @DanMoore755: @RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOP…,,2015-08-06 19:34:20 -0700,629480664291770368,Atl/Gville-GA-ALLDAY,
11594,John Kasich,1.0,yes,1.0,Negative,0.3507,None of the above,1.0,,norahgrady,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,2015-08-06 19:34:20 -0700,629480663809437696,"ÜT: 40.70562,-74.012009",Eastern Time (US & Canada)
11595,John Kasich,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,msgoddessrises,,0,,,It's enough to win center!:) he's fantastic! #Kasich4Us #GOPDebates  https://t.co/tnTRjwjkbx,,2015-08-06 19:34:16 -0700,629480649347338240,Viva Las Vegas NV.,Pacific Time (US & Canada)
11596,Ted Cruz,0.3974,yes,0.6304,Negative,0.6304,FOX News or Moderators,0.3974,,Accolaidia,,0,,,@TriciaNC1 @LUCruzCrew @FoxNews only has talked to Ted three times as of now. Why? #GOPDebates #GOPDebate #gop #TedCruz,,2015-08-06 19:34:14 -0700,629480639864004608,,
11597,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,DyreiD,,5,,,"RT @SupermanHotMale: Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDeb…",,2015-08-06 19:34:13 -0700,629480635908911104,ChicaGO  ✈ North Carolina ﺚ,Central Time (US & Canada)
11598,John Kasich,0.4542,yes,0.6739,Positive,0.6739,None of the above,0.4542,,JimmyJames38,,0,,,I also think Kasich is doing fine. I'm a RINO prolly #GOPDebates,,2015-08-06 19:34:13 -0700,629480634113748993,Center of the Buckeye,Eastern Time (US & Canada)
11599,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6932,,SupermanHotMale,,3,,,"Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stupid... #GopDebates",,2015-08-06 19:34:11 -0700,629480626966687745,"Cocoa Beach, Florida",Eastern Time (US & Canada)
11600,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,SandyEVetmom,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:34:10 -0700,629480625515442176,,
11601,Donald Trump,0.4025,yes,0.6344,Positive,0.6344,None of the above,0.4025,,kengeljack,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:34:10 -0700,629480621807636480,Indiana & Tongxiang City,
11602,John Kasich,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,the_liamsy,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,2015-08-06 19:34:07 -0700,629480611586158592,"NY ✈️ FL, THE EAST END",Eastern Time (US & Canada)
11603,Donald Trump,1.0,yes,1.0,Negative,0.6562,None of the above,1.0,,nursingusa,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:34:07 -0700,629480610550018048, ,Quito
11604,No candidate mentioned,1.0,yes,1.0,Negative,0.6484,Racial issues,1.0,,Pudingtane,,3,,,"#gopdebates questions r worded like personal attacks, including half truths. They stated cops were targeting blacks. That's not true. #toct",,2015-08-06 19:34:06 -0700,629480608318816256,CountyCaptain 4RomneyCampaign,Eastern Time (US & Canada)
11605,Mike Huckabee,0.2256,yes,0.6562,Neutral,0.3438,None of the above,0.2256,,CarolFoster13,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,2015-08-06 19:34:06 -0700,629480606930370560,,
11606,No candidate mentioned,1.0,yes,1.0,Neutral,0.6859999999999999,None of the above,1.0,,e_rizzel,,0,,,Can't believe this #StraightOuttaCompton trailer is on during the #GOPDebates,,2015-08-06 19:34:06 -0700,629480605873352705,Mississippi,Central Time (US & Canada)
11607,John Kasich,1.0,yes,1.0,Negative,0.7111,LGBT issues,1.0,,EnzoWestie,,0,,,#kasich just admitted having attended a same sex wedding.  That's the sound of his shot at the nomination circling the drain.  #gopdebates,,2015-08-06 19:34:05 -0700,629480604598300672,"Austin, Texas",Central Time (US & Canada)
11608,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,BRYCE3376,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:34:03 -0700,629480594645237761,Stillwater,
11609,No candidate mentioned,1.0,yes,1.0,Negative,0.6673,None of the above,0.6562,,_RyanTurek,,3,,,#GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.,,2015-08-06 19:34:03 -0700,629480592766144512,"Los Angeles, CA",
11610,Ben Carson,1.0,yes,1.0,Positive,0.3596,None of the above,1.0,,DanMoore755,,3,,,@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOPDebate #GOPDebates,,2015-08-06 19:34:01 -0700,629480585791148032,"Georgia, USA",
11611,No candidate mentioned,1.0,yes,1.0,Positive,0.6628,None of the above,1.0,,Marionmarooned,,0,,,"""I'm surprised this is being advertised right now."" - My gf on #StraightOuttaCompton ads during #GOPDebates",,2015-08-06 19:34:01 -0700,629480584813936641,"Harrison, NY",Central Time (US & Canada)
11612,Ted Cruz,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,BRYCE3376,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:34:00 -0700,629480581944885248,Stillwater,
11613,Donald Trump,1.0,yes,1.0,Negative,0.6658,FOX News or Moderators,1.0,,BRYCE3376,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:56 -0700,629480565188595712,Stillwater,
11614,Donald Trump,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,BamaLady10,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:33:55 -0700,629480562353414144,Alabama,Central Time (US & Canada)
11615,No candidate mentioned,0.7,yes,1.0,Negative,0.6667,None of the above,1.0,,Raymond_Norman,,7,,,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun…,,2015-08-06 19:33:54 -0700,629480557924249600,Wisconsin & Minnesota,Central Time (US & Canada)
11616,No candidate mentioned,1.0,yes,1.0,Neutral,0.6804,FOX News or Moderators,1.0,,AJAkatsuki,,0,,,"Straight Outta Compton commercial! ""Look how hip and urban friendly we are!"" - Fox News. #GOPDebates",,2015-08-06 19:33:54 -0700,629480557337018368,"Amarillo, Texas",Eastern Time (US & Canada)
11617,John Kasich,1.0,yes,1.0,Positive,0.6702,None of the above,1.0,,lori_iluvsummer,,10,,,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,,2015-08-06 19:33:50 -0700,629480541310484480,,Central Time (US & Canada)
11618,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6882,,just_ish,,0,,,Also why did ya'll backward ass MF's only ask the moderates about social issues #GOPDebates,,2015-08-06 19:33:50 -0700,629480541276889088,TX,Eastern Time (US & Canada)
11619,Donald Trump,1.0,yes,1.0,Negative,0.7065,None of the above,0.6413,,PS_Trading,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:50 -0700,629480539188281344,,
11620,Jeb Bush,1.0,yes,1.0,Negative,0.6692,None of the above,1.0,,Deb_Saw_Boy,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:50 -0700,629480537770471424,,
11621,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,Gun Control,1.0,,electro_moon,,1,,,"RT @averykayla: ""There's no reason today why am American citizen should walk the streets with a loaded gun"" Ronald Reagen #RandPaul #GOPDeb…",,2015-08-06 19:33:49 -0700,629480534880727040,"Denver, ColoRADo",Eastern Time (US & Canada)
11622,Donald Trump,1.0,yes,1.0,Negative,0.6525,FOX News or Moderators,0.6525,,Werwolf96,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:47 -0700,629480527695872000,,
11623,Jeb Bush,0.4434,yes,0.6659,Negative,0.6659,FOX News or Moderators,0.2238,,PuestoLoco,,3,,,".@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bgzYsySfSU",,2015-08-06 19:33:47 -0700,629480526517305344,Florida Central West Coast,America/New_York
11624,Donald Trump,1.0,yes,1.0,Neutral,0.6559,FOX News or Moderators,1.0,,fisherynation,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:45 -0700,629480520078880768,,
11625,Donald Trump,1.0,yes,1.0,Positive,0.3736,None of the above,1.0,,BRYCE3376,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:43 -0700,629480508750082048,Stillwater,
11626,Donald Trump,1.0,yes,1.0,Negative,0.6915,None of the above,1.0,,TheBeatlesRule4,,0,,,So does Trump have any substantive policies or...? #GOPdebates,,2015-08-06 19:33:42 -0700,629480504035667968,,
11627,Donald Trump,1.0,yes,1.0,Positive,0.6591,None of the above,0.6591,,lindarobin3,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:40 -0700,629480499006705664,,Central Time (US & Canada)
11628,No candidate mentioned,1.0,yes,1.0,Negative,0.6503,Racial issues,1.0,,chrisalexander_,,0,,,"ONE ""race"" question. LOLOLOLOL #GOPdebates",,2015-08-06 19:33:39 -0700,629480494028222464,where the chicken is plentiful,Eastern Time (US & Canada)
11629,No candidate mentioned,0.3813,yes,0.6175,Negative,0.6175,None of the above,0.3813,,KorQUAKKA,,3,,,RT @_Darling_Nikki: 😂 RT @SupermanHotMale Little bitch fight alert ---&gt; : D #GopDebates http://t.co/13q9KKoaSX,,2015-08-06 19:33:38 -0700,629480490605658114,"Prov.,RI..*da'LAKE!!*",
11630,Scott Walker,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,mitchbytes,,0,,,Walker answers questions like he's at Miss America pageant #GOPDebates,,2015-08-06 19:33:38 -0700,629480488369938433,Philly,Quito
11631,No candidate mentioned,1.0,yes,1.0,Negative,0.6915,None of the above,1.0,,weedtaco,,0,,,drink every time a candidate says Reagan  #rnc #gop #GOPDebate #GOPDebates,,2015-08-06 19:33:35 -0700,629480477062115328,,
11632,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,tamkyn,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:34 -0700,629480472125538304,USA,Eastern Time (US & Canada)
11633,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,kdbarr02,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:34 -0700,629480471278125056,kerens texas,
11634,Donald Trump,0.6761,yes,1.0,Negative,0.6656,FOX News or Moderators,1.0,,BRYCE3376,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:33:33 -0700,629480470091165697,Stillwater,
11635,Donald Trump,1.0,yes,1.0,Positive,0.6629999999999999,None of the above,0.6629999999999999,,txblondegrad,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:32 -0700,629480464902795264,"32.786456,-96.97525",Central Time (US & Canada)
11636,Donald Trump,1.0,yes,1.0,Negative,0.6095,None of the above,0.6863,,nohilary,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:30 -0700,629480457013334016,"Washington, DC",
11637,No candidate mentioned,1.0,yes,1.0,Negative,0.7006,None of the above,1.0,,deadpoolrl4,,1,,,RT @MallieBee: Let's just decide who our next #president is by having a Political Hunger Games #presidentialdebate #GOPDebates,,2015-08-06 19:33:30 -0700,629480456178769921,"Hardwick, New Jersey",
11638,Jeb Bush,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Freedom4Dummies,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:33:30 -0700,629480456069775360,,
11639,No candidate mentioned,1.0,yes,1.0,Neutral,0.6593,FOX News or Moderators,0.6703,,pretty_KD,,0,,,Of course they ask one person and a candidate that won't win anyway smh #GOPdebates,,2015-08-06 19:33:28 -0700,629480446326390784,,Eastern Time (US & Canada)
11640,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Religion,1.0,,ziplamak,,0,,,Religion &amp; business degrees: the elective mental illnesses! #GOPDebates,,2015-08-06 19:33:28 -0700,629480445952987137,"Seattle, WA",Arizona
11641,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,DanClark77,,0,,,#GOPDebates are going to make me an alcoholic!,,2015-08-06 19:33:28 -0700,629480445739036672,Chicago,Central Time (US & Canada)
11642,Rand Paul,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,torii_dawson,,0,,,Rand Paul has my vote #GopDebates #RandPaul,,2015-08-06 19:33:27 -0700,629480441825902594,RVA | Bristol,Pacific Time (US & Canada)
11643,No candidate mentioned,0.4307,yes,0.6562,Negative,0.3438,Racial issues,0.4307,,OrginalSangster,,0,,,Finally talking about race 100 min. In and CUT TO COMMERCIAL #BlackLivesMatter #GOPDebates #GOPDebacle,,2015-08-06 19:33:26 -0700,629480439313498112,Chicago IL,Alaska
11644,No candidate mentioned,1.0,yes,1.0,Negative,0.6739,FOX News or Moderators,1.0,,ConservativeGM,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:33:25 -0700,629480432757702656,"Anytown, NJ",Eastern Time (US & Canada)
11645,Donald Trump,1.0,yes,1.0,Negative,0.3556,FOX News or Moderators,0.3556,,xjohnlx,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:20 -0700,629480415770857472,,Eastern Time (US & Canada)
11646,Donald Trump,1.0,yes,1.0,Negative,0.3664,FOX News or Moderators,1.0,,Survivorx2com,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:20 -0700,629480413489008641,themartinggroup.com,Quito
11647,Scott Walker,0.6593,yes,1.0,Negative,1.0,None of the above,0.6703,,RobsRamblins,,0,,,This guy-#Walker speaks like he has a stick up his ass. #GOPDebates,,2015-08-06 19:33:19 -0700,629480411077349380,,Arizona
11648,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6444,,Omar3__O,,36,,,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",,2015-08-06 19:33:19 -0700,629480410783715328, Canada  ,Mountain Time (US & Canada)
11649,No candidate mentioned,1.0,yes,1.0,Negative,0.6949,None of the above,1.0,,waxmansharon,,50,,,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,,2015-08-06 19:33:19 -0700,629480408816685056,"Washington, DC",
11650,Donald Trump,0.4233,yes,0.6506,Negative,0.6506,FOX News or Moderators,0.4233,,AcerbicAxioms,,0,,,"Megyn - Did you call #Trump2016 names?
Bush - Not me!
Megyn - Ok! 

Seriously??? Crucify him like you do Trump!
#GOPDebates #Biased",,2015-08-06 19:33:17 -0700,629480400469909504,Republic of Texas,
11651,Donald Trump,1.0,yes,1.0,Positive,0.6505,FOX News or Moderators,0.7147,,LEO_from_NJ,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:16 -0700,629480397353529344,Anywhere But Here,Eastern Time (US & Canada)
11652,Donald Trump,1.0,yes,1.0,Negative,0.6867,None of the above,1.0,,walkingdevil,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:14 -0700,629480390726713344, Pa.  USA,
11653,Donald Trump,1.0,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,NYACC1978,,93,,,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:33:13 -0700,629480383034339328,New York,Eastern Time (US & Canada)
11654,No candidate mentioned,0.4578,yes,0.6766,Neutral,0.6766,LGBT issues,0.4578,,ShotOfChinaco,,1,,,"RT @InaMaziarcz: You see the people in the audience looking around when they clapped for Gay Rights. People were like, da fuk... #GOPDebates",,2015-08-06 19:33:12 -0700,629480380190461952,,Arizona
11655,Donald Trump,1.0,yes,1.0,Negative,0.6548,None of the above,0.3452,,breezyhanlon,,78,,,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:33:10 -0700,629480372678586368,304,Quito
11656,No candidate mentioned,1.0,yes,1.0,Negative,0.679,FOX News or Moderators,1.0,,Johnmasshole,,120,,,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,,2015-08-06 19:33:09 -0700,629480366898868224,,
11657,Donald Trump,1.0,yes,1.0,Negative,0.6591,FOX News or Moderators,0.6591,,Suzanneprotour,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:33:07 -0700,629480358770184193,,
11658,No candidate mentioned,1.0,yes,1.0,Negative,0.6824,Women's Issues (not abortion though),1.0,,seachange12,,36,,,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",,2015-08-06 19:33:07 -0700,629480357805473795,coonawarra ,Adelaide
11659,Jeb Bush,0.7049,yes,1.0,Neutral,0.6369,FOX News or Moderators,1.0,,jkboice,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:33:07 -0700,629480357340049408,"De Pere, WI",Central Time (US & Canada)
11660,No candidate mentioned,1.0,yes,1.0,Neutral,0.6629,None of the above,0.6629,,RaisedByCulture,,0,,,Ask all the candidates! #GOPDebates,,2015-08-06 19:33:06 -0700,629480353971830785,"Buena Park, CA",Pacific Time (US & Canada)
11661,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6667,,madukovich,,0,,,"Same mistakes #Republicans have always made, they still make tonight- not pandering to the feelings of female voters. #GOPDebates",,2015-08-06 19:33:02 -0700,629480339442958336,"uhuru, nirvana",
11662,Jeb Bush,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,MustangSally47,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:33:02 -0700,629480337970573312,USA,
11663,Donald Trump,0.2256,yes,0.6562,Neutral,0.3438,None of the above,0.4307,,Suzanneprotour,,38,,,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:32:57 -0700,629480318408339456,,
